cluster,manual_annotation,intracluster_corr,cluster_size,cluster_gene_size,cluster_member,rest_count,stim8hr_count,stim48hr_count,cluster_member_with_condition,complex_corum,overlap_genes_corum,overlap_fraction_corum,raw_p_value_corum,complex_size_corum,overlap_size_corum,cluster_size_corum,fdr_corum,complex_stringdb,overlap_genes_stringdb,overlap_fraction_stringdb,raw_p_value_stringdb,complex_size_stringdb,overlap_size_stringdb,cluster_size_stringdb,fdr_stringdb,best_described_by,complex_kegg,overlap_genes_kegg,overlap_fraction_kegg,raw_p_value_kegg,complex_size_kegg,overlap_size_kegg,cluster_size_kegg,fdr_kegg,complex_reactome,overlap_genes_reactome,overlap_fraction_reactome,raw_p_value_reactome,complex_size_reactome,overlap_size_reactome,cluster_size_reactome,fdr_reactome,corr_rest,corr_stim8hr,corr_stim48hr,corr_shared,condition_specificity
88,unknown,0.180414179,99,99,"['LMTK2', 'ZNF781', 'DUSP12', 'UNC45A', 'NAF1', 'AFG3L2', 'EIF4G1', 'CYTH3', 'RSBN1L', 'TPI1', 'DNAJC2', 'DDA1', 'ITGB2', 'L2HGDH', 'IL7R', 'ZMYND19', 'THRAP3', 'SNRPB2', 'RBP5', 'NCR3', 'RIDA', 'PARP2', 'EIF3L', 'TXNL4B', 'CCNF', 'IGHMBP2', 'A2M', 'AMD1', 'PDCL', 'PPIH', 'SLC9A5', 'GDAP2', 'CCDC93', 'IL4R', 'PSMF1', 'MED15', 'SARS2', 'GTF2H5', 'C11orf54', 'YEATS2', 'DIS3', 'TP73', 'USP36', 'DOHH', 'PPP1R13L', 'PUM1', 'GPS2', 'ZFP36L2', 'KTN1', 'RASA2', 'TIPRL', 'PARP3', 'DHPS', 'MORC2', 'IWS1', 'TNPO1', 'KEAP1', 'HEATR3', 'PPP1R2', 'RITA1', 'BTAF1', 'ZWINT', 'PTPN2', 'BAP1', 'GEMIN7', 'EIF3K', 'EMC9', 'PDCD2L', 'SHQ1', 'NOC2L', 'CNOT9', 'EIF5A', 'UBC', 'RBM27', 'BMI1', 'NASP', 'BPTF', 'DNAJC21', 'PRPF38B', 'ZNF710', 'METAP2', 'ZNF574', 'TMEM234', 'PPM1D', 'MBIP', 'UQCC1', 'ATF4', 'CCNK', 'TRIP12', 'IFI27L1', 'SLC25A22', 'DHRS7', 'CYP4V2', 'STAT6', 'UBE2F', 'NOL7', 'ZNHIT3', 'NAB2', 'DDX17']",0,98,1,"['LMTK2_Stim8hr', 'ZNF781_Stim8hr', 'DUSP12_Stim8hr', 'UNC45A_Stim8hr', 'NAF1_Stim8hr', 'AFG3L2_Stim8hr', 'EIF4G1_Stim8hr', 'CYTH3_Stim8hr', 'RSBN1L_Stim8hr', 'TPI1_Stim8hr', 'DNAJC2_Stim8hr', 'DDA1_Stim8hr', 'ITGB2_Stim8hr', 'L2HGDH_Stim8hr', 'IL7R_Stim8hr', 'ZMYND19_Stim8hr', 'THRAP3_Stim8hr', 'SNRPB2_Stim8hr', 'RBP5_Stim8hr', 'NCR3_Stim8hr', 'RIDA_Stim8hr', 'PARP2_Stim8hr', 'EIF3L_Stim8hr', 'TXNL4B_Stim8hr', 'CCNF_Stim8hr', 'IGHMBP2_Stim8hr', 'A2M_Stim8hr', 'AMD1_Stim8hr', 'PDCL_Stim8hr', 'PPIH_Stim8hr', 'SLC9A5_Stim8hr', 'GDAP2_Stim8hr', 'CCDC93_Stim8hr', 'IL4R_Stim8hr', 'PSMF1_Stim8hr', 'MED15_Stim8hr', 'SARS2_Stim8hr', 'GTF2H5_Stim8hr', 'C11orf54_Stim8hr', 'YEATS2_Stim8hr', 'DIS3_Stim8hr', 'TP73_Stim8hr', 'USP36_Stim8hr', 'DOHH_Stim8hr', 'PPP1R13L_Stim8hr', 'PUM1_Stim8hr', 'GPS2_Stim8hr', 'ZFP36L2_Stim8hr', 'KTN1_Stim8hr', 'RASA2_Stim48hr', 'TIPRL_Stim8hr', 'PARP3_Stim8hr', 'DHPS_Stim8hr', 'MORC2_Stim8hr', 'IWS1_Stim8hr', 'TNPO1_Stim8hr', 'KEAP1_Stim8hr', 'HEATR3_Stim8hr', 'PPP1R2_Stim8hr', 'RITA1_Stim8hr', 'BTAF1_Stim8hr', 'ZWINT_Stim8hr', 'PTPN2_Stim8hr', 'BAP1_Stim8hr', 'GEMIN7_Stim8hr', 'EIF3K_Stim8hr', 'EMC9_Stim8hr', 'PDCD2L_Stim8hr', 'SHQ1_Stim8hr', 'NOC2L_Stim8hr', 'CNOT9_Stim8hr', 'EIF5A_Stim8hr', 'UBC_Stim8hr', 'RBM27_Stim8hr', 'BMI1_Stim8hr', 'NASP_Stim8hr', 'BPTF_Stim8hr', 'DNAJC21_Stim8hr', 'PRPF38B_Stim8hr', 'ZNF710_Stim8hr', 'METAP2_Stim8hr', 'ZNF574_Stim8hr', 'TMEM234_Stim8hr', 'PPM1D_Stim8hr', 'MBIP_Stim8hr', 'UQCC1_Stim8hr', 'ATF4_Stim8hr', 'CCNK_Stim8hr', 'TRIP12_Stim8hr', 'IFI27L1_Stim8hr', 'SLC25A22_Stim8hr', 'DHRS7_Stim8hr', 'CYP4V2_Stim8hr', 'STAT6_Stim8hr', 'UBE2F_Stim8hr', 'NOL7_Stim8hr', 'ZNHIT3_Stim8hr', 'NAB2_Stim8hr', 'DDX17_Stim8hr']","ATAC complex, GCN5-linked","['MBIP', 'YEATS2']",0.02020202,0.095508063,10,2,99,1,CL:1998,"['DHPS', 'DOHH', 'EIF5A']",0.03030303,0.00135359,5,3,99,1,Hypusine synthesis from eIF5A-lysine,KEGG_BASE_EXCISION_REPAIR,"['PARP2', 'PARP3']",0.02020202,0.564732956,35,2,99,1,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS,"['TP73', 'PPP1R13L']",0.02020202,0.168606077,14,2,99,1,0.166182612,0.181399676,0.046886503,0.063457908,Rest_Stim8hr
89,unknown,0.225149634,7,7,"['RICTOR', 'CBFB', 'SNAP23', 'ZDHHC12', 'ZAP70', 'PDPK1', 'GOLGA8A']",7,0,0,"['RICTOR_Rest', 'CBFB_Rest', 'SNAP23_Rest', 'ZDHHC12_Rest', 'ZAP70_Rest', 'PDPK1_Rest', 'GOLGA8A_Rest']",BCL6-HDAC4 complex,[],0,1,2,0,7,1,CL:39184,[],0,1,7,0,7,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_MTOR_SIGNALING_PATHWAY,"['PDPK1', 'RICTOR']",0.285714286,0.014717702,52,2,7,1,REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER,"['PDPK1', 'RICTOR']",0.285714286,0.003780818,26,2,7,1,0.262674573,0.064061366,0.01019317,0.073407797,Rest
90,unknown,0.116885635,26,25,"['IPMK', 'GMEB1', 'RHBDD3', 'RHEB', 'DEF8', 'RABGEF1', 'UBXN6', 'RBCK1', 'BAP1', 'ATP23', 'CCNT1', 'ZCCHC8', 'PAICS', 'EIF2AK1', 'HK2', 'STAT3', 'PTEN', 'NPAS2', 'ARNT', 'WAPL', 'TP53INP2', 'HIF1A', 'IL21R', 'PABIR1', 'SPHK1']",1,0,25,"['IPMK_Stim48hr', 'GMEB1_Stim48hr', 'RHBDD3_Stim48hr', 'RHEB_Stim48hr', 'DEF8_Stim48hr', 'RABGEF1_Stim48hr', 'UBXN6_Stim48hr', 'RBCK1_Stim48hr', 'BAP1_Stim48hr', 'ATP23_Stim48hr', 'CCNT1_Stim48hr', 'ZCCHC8_Stim48hr', 'PAICS_Stim48hr', 'EIF2AK1_Stim48hr', 'HK2_Stim48hr', 'STAT3_Stim48hr', 'PTEN_Stim48hr', 'NPAS2_Stim48hr', 'ARNT_Stim48hr', 'WAPL_Stim48hr', 'GMEB1_Rest', 'TP53INP2_Stim48hr', 'HIF1A_Stim48hr', 'IL21R_Stim48hr', 'PABIR1_Stim48hr', 'SPHK1_Stim48hr']",ARNT-HIF1A complex,"['HIF1A', 'ARNT']",0.08,0.000173524,2,2,25,0.667306702,CL:3823,"['HIF1A', 'ARNT']",0.08,0.010544325,12,2,25,1,Type 2 papillary renal cell carcinoma,KEGG_MTOR_SIGNALING_PATHWAY,"['HIF1A', 'RHEB']",0.08,0.15311625,52,2,25,1,REACTOME_INTERLEUKIN_21_SIGNALING,"['IL21R', 'STAT3']",0.08,0.007308786,10,2,25,1,0.01480817,0.04472368,0.127274364,0.009097525,Stim48hr
91,unknown,0.330395125,10,10,"['RITA1', 'VEZT', 'ALS2', 'GDAP2', 'BCKDHA', 'SMARCD1', 'EXOSC1', 'MDM4', 'C1D', 'L2HGDH']",10,0,0,"['RITA1_Rest', 'VEZT_Rest', 'ALS2_Rest', 'GDAP2_Rest', 'BCKDHA_Rest', 'SMARCD1_Rest', 'EXOSC1_Rest', 'MDM4_Rest', 'C1D_Rest', 'L2HGDH_Rest']",BCL6-HDAC4 complex,[],0,1,2,0,10,1,CL:1209,"['C1D', 'EXOSC1']",0.2,0.001967022,13,2,10,1,Nuclear exosome (RNase complex),KEGG_RNA_DEGRADATION,"['EXOSC1', 'C1D']",0.2,0.037798492,59,2,10,1,REACTOME_NUCLEAR_RNA_DECAY,"['EXOSC1', 'C1D']",0.2,0.014084596,35,2,10,1,0.367105694,0.234583503,0.262536589,0.165755797,across_condition
92,unknown,0.261328198,4,4,"['COG5', 'METAP2', 'CHURC1', 'RWDD2A']",4,0,0,"['COG5_Rest', 'METAP2_Rest', 'CHURC1_Rest', 'RWDD2A_Rest']",BCL6-HDAC4 complex,[],0,1,2,0,4,1,CL:39184,[],0,1,7,0,4,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,4,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,4,1,0.348437597,0.136701387,0.037291849,0.102169261,Rest
93,unknown,0.222468256,8,8,"['ARHGAP27', 'USO1', 'BCAT2', 'FITM2', 'ZBED3', 'MBD5', 'LRBA', 'NSD2']",0,0,8,"['ARHGAP27_Stim48hr', 'USO1_Stim48hr', 'BCAT2_Stim48hr', 'FITM2_Stim48hr', 'ZBED3_Stim48hr', 'MBD5_Stim48hr', 'LRBA_Stim48hr', 'NSD2_Stim48hr']",BCL6-HDAC4 complex,[],0,1,2,0,8,1,CL:25578,"['ZBED3', 'FITM2']",0.25,0.002393848,18,2,8,1,"mostly uncharacterized, incl. Zinc finger, A20-type, and GON domain",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,8,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,8,1,0.051536477,0.482995085,0.254249435,0.133383681,Stim8hr_Stim48hr
94,unknown,0.151005069,6,6,"['MFSD6', 'ID2', 'RBM33', 'PGS1', 'PTBP1', 'KDM8']",0,0,6,"['MFSD6_Stim48hr', 'ID2_Stim48hr', 'RBM33_Stim48hr', 'PGS1_Stim48hr', 'PTBP1_Stim48hr', 'KDM8_Stim48hr']",BCL6-HDAC4 complex,[],0,1,2,0,6,1,CL:39184,[],0,1,7,0,6,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,6,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,6,1,0.06902563,0.056246931,0.181206083,0.055648683,Stim48hr
95,unknown,0.216204685,21,21,"['MBIP', 'COMMD5', 'STAT5B', 'MTHFD1L', 'CFAP20', 'ENO1', 'ADHFE1', 'CDK2', 'FPGS', 'SLC25A28', 'TADA2A', 'RPL36A-HNRNPH2', 'PGP', 'SPTLC2', 'PPRC1', 'PKM', 'SHMT2', 'CCNF', 'EIF4G2', 'SNU13', 'BTAF1']",0,0,21,"['MBIP_Stim48hr', 'COMMD5_Stim48hr', 'STAT5B_Stim48hr', 'MTHFD1L_Stim48hr', 'CFAP20_Stim48hr', 'ENO1_Stim48hr', 'ADHFE1_Stim48hr', 'CDK2_Stim48hr', 'FPGS_Stim48hr', 'SLC25A28_Stim48hr', 'TADA2A_Stim48hr', 'RPL36A-HNRNPH2_Stim48hr', 'PGP_Stim48hr', 'SPTLC2_Stim48hr', 'PPRC1_Stim48hr', 'PKM_Stim48hr', 'SHMT2_Stim48hr', 'CCNF_Stim48hr', 'EIF4G2_Stim48hr', 'SNU13_Stim48hr', 'BTAF1_Stim48hr']","ATAC complex, GCN5-linked","['TADA2A', 'MBIP']",0.095238095,0.005175363,10,2,21,1,CL:6024,"['BTAF1', 'TADA2A', 'MBIP']",0.142857143,0.005445982,33,3,21,1,"SAGA-type complex, and TATA-box binding protein",KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,"['PGP', 'MTHFD1L']",0.095238095,0.013248665,16,2,21,1,REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES,"['SHMT2', 'MTHFD1L', 'FPGS']",0.142857143,0.000762658,17,3,21,1,0.03462836,0.051071019,0.227014919,0.029331332,Stim48hr
96,unknown,0.190192795,83,83,"['XRCC2', 'NPC2', 'STK11', 'GCSH', 'PTMA', 'SIK3', 'COPS8', 'STYXL1', 'AIP', 'WNK1', 'ELOC', 'CIB2', 'RPE', 'CROT', 'PRKAR1A', 'REST', 'ATP1B3', 'MFN2', 'SOCS4', 'RNASEH2C', 'LIG4', 'UBE2N', 'PRUNE1', 'IRF8', 'EMC2', 'LIG1', 'NOP53', 'CUL3', 'BBS10', 'RPL29', 'USP10', 'DAXX', 'CCS', 'SLC25A1', 'RRM2B', 'USP7', 'ERCC4', 'SRM', 'TMEM123', 'ERCC1', 'KLF4', 'MYB', 'IPO9', 'CHTF18', 'IFNGR1', 'RNASEH2B', 'HEXIM1', 'GMEB2', 'UROS', 'RNF31', 'DLD', 'OTUB1', 'UBE2T', 'ZBTB7A', 'TBCA', 'TFG', 'VPS26B', 'PPIL1', 'GLS', 'GNPAT', 'FANCD2', 'TTI2', 'FBRS', 'TP53RK', 'KRR1', 'OTUD1', 'HOXB2', 'FANCB', 'FANCM', 'MCM8', 'SRSF10', 'FNBP4', 'TBL1X', 'RPUSD1', 'FDX1', 'UBR5', 'ACTR3', 'ISCA2', 'IMMP2L', 'FANCL', 'UVRAG', 'BTBD2', 'INPP5F']",0,83,0,"['XRCC2_Stim8hr', 'NPC2_Stim8hr', 'STK11_Stim8hr', 'GCSH_Stim8hr', 'PTMA_Stim8hr', 'SIK3_Stim8hr', 'COPS8_Stim8hr', 'STYXL1_Stim8hr', 'AIP_Stim8hr', 'WNK1_Stim8hr', 'ELOC_Stim8hr', 'CIB2_Stim8hr', 'RPE_Stim8hr', 'CROT_Stim8hr', 'PRKAR1A_Stim8hr', 'REST_Stim8hr', 'ATP1B3_Stim8hr', 'MFN2_Stim8hr', 'SOCS4_Stim8hr', 'RNASEH2C_Stim8hr', 'LIG4_Stim8hr', 'UBE2N_Stim8hr', 'PRUNE1_Stim8hr', 'IRF8_Stim8hr', 'EMC2_Stim8hr', 'LIG1_Stim8hr', 'NOP53_Stim8hr', 'CUL3_Stim8hr', 'BBS10_Stim8hr', 'RPL29_Stim8hr', 'USP10_Stim8hr', 'DAXX_Stim8hr', 'CCS_Stim8hr', 'SLC25A1_Stim8hr', 'RRM2B_Stim8hr', 'USP7_Stim8hr', 'ERCC4_Stim8hr', 'SRM_Stim8hr', 'TMEM123_Stim8hr', 'ERCC1_Stim8hr', 'KLF4_Stim8hr', 'MYB_Stim8hr', 'IPO9_Stim8hr', 'CHTF18_Stim8hr', 'IFNGR1_Stim8hr', 'RNASEH2B_Stim8hr', 'HEXIM1_Stim8hr', 'GMEB2_Stim8hr', 'UROS_Stim8hr', 'RNF31_Stim8hr', 'DLD_Stim8hr', 'OTUB1_Stim8hr', 'UBE2T_Stim8hr', 'ZBTB7A_Stim8hr', 'TBCA_Stim8hr', 'TFG_Stim8hr', 'VPS26B_Stim8hr', 'PPIL1_Stim8hr', 'GLS_Stim8hr', 'GNPAT_Stim8hr', 'FANCD2_Stim8hr', 'TTI2_Stim8hr', 'FBRS_Stim8hr', 'TP53RK_Stim8hr', 'KRR1_Stim8hr', 'OTUD1_Stim8hr', 'HOXB2_Stim8hr', 'FANCB_Stim8hr', 'FANCM_Stim8hr', 'MCM8_Stim8hr', 'SRSF10_Stim8hr', 'FNBP4_Stim8hr', 'TBL1X_Stim8hr', 'RPUSD1_Stim8hr', 'FDX1_Stim8hr', 'UBR5_Stim8hr', 'ACTR3_Stim8hr', 'ISCA2_Stim8hr', 'IMMP2L_Stim8hr', 'FANCL_Stim8hr', 'UVRAG_Stim8hr', 'BTBD2_Stim8hr', 'INPP5F_Stim8hr']",ERCC1-ERCC4-MSH2 complex,"['ERCC4', 'ERCC1']",0.024096386,0.005733393,3,2,83,1,CL:6299,"['FANCB', 'FANCD2', 'UBE2T', 'FANCM', 'FANCL']",0.060240964,0.001432106,20,5,83,1,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",KEGG_DNA_REPLICATION,"['RNASEH2C', 'RNASEH2B', 'LIG1']",0.036144578,0.214763231,36,3,83,1,REACTOME_FANCONI_ANEMIA_PATHWAY,"['FANCB', 'FANCD2', 'UBE2T', 'FANCL', 'FANCM', 'ERCC4', 'ERCC1']",0.084337349,0.001316407,39,7,83,1,0.116230284,0.19251222,0.101641784,0.083587141,across_condition
97,unknown,0.094331713,8,8,"['YPEL2', 'QNG1', 'BRD9', 'HSPA14', 'HMGXB3', 'ZNF131', 'NDOR1', 'HAPSTR1']",0,8,0,"['YPEL2_Stim8hr', 'QNG1_Stim8hr', 'BRD9_Stim8hr', 'HSPA14_Stim8hr', 'HMGXB3_Stim8hr', 'ZNF131_Stim8hr', 'NDOR1_Stim8hr', 'HAPSTR1_Stim8hr']",BCL6-HDAC4 complex,[],0,1,2,0,8,1,CL:39184,[],0,1,7,0,8,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,8,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,8,1,0.103894713,0.107807672,0.058396498,0.040871517,across_condition
98,unknown,0.298986119,7,7,"['AIP', 'STK11', 'ARIH1', 'PRKAR1A', 'PTMA', 'MTHFD2', 'MCM8']",0,0,7,"['AIP_Stim48hr', 'STK11_Stim48hr', 'ARIH1_Stim48hr', 'PRKAR1A_Stim48hr', 'PTMA_Stim48hr', 'MTHFD2_Stim48hr', 'MCM8_Stim48hr']",BCL6-HDAC4 complex,[],0,1,2,0,7,1,CL:39184,[],0,1,7,0,7,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,7,1,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,"['STK11', 'PRKAR1A']",0.285714286,0.057919137,108,2,7,1,0.168417378,0.220596823,0.348817138,0.119637691,across_condition
