cluster,disease,gene_set,odds_ratio,ci_low,ci_high,p_value,p_adj_fdr,cluster_size,in_cluster_in_disease,in_cluster_not_disease,not_cluster_in_disease,not_cluster_not_disease,intersecting_genes,negative_control_disease
90,multiple sclerosis,regulators,2.920904756453957,0.32557453790217744,12.341655298612872,0.16741996399847772,0.4065913411391602,25,2.0,23.0,53.0,1782.0,"['ATP23', 'STAT3']",False
34,ulcerative colitis,downstream_Stim8hr,1.853341124331763,0.7101845784475741,4.088402701894286,0.10274738276682036,0.4068892514832957,100,7.0,93.0,124.0,3054.0,"['RYBP', 'NFKB1', 'KIF21B', 'REXO2', 'FADS2', 'SEPTIN9', 'STAT3']",False
34,Hashimoto's thyroiditis,downstream_Stim8hr,2.118933452697194,0.6540926808926426,5.337706329394043,0.10331522940378564,0.4068892514832957,100,5.0,95.0,77.0,3101.0,"['AGO2', 'CBLB', 'NEK6', 'JUND', 'H3-3B']",False
34,inflammatory bowel disease,downstream_Stim8hr,1.7474543297362797,0.857001176707125,3.269181899202055,0.06195531359033231,0.4068892514832957,100,12.0,88.0,230.0,2948.0,"['JUND', 'PTPN1', 'RYBP', 'NFKB1', 'PPIF', 'KIF21B', 'REXO2', 'NEK6', 'FADS2', 'ODC1', 'SEPTIN9', 'STAT3']",False
34,Crohn's disease,downstream_Stim8hr,1.9343310363225603,0.7406091161673846,4.271995089145878,0.08775628933132848,0.4068892514832957,100,7.0,93.0,119.0,3059.0,"['NFKB1', 'PPIF', 'KIF21B', 'NEK6', 'FADS2', 'JUND', 'STAT3']",False
34,asthma,downstream_Stim8hr,1.6027408395523475,0.732057378531316,3.1472045482148303,0.11967330925979286,0.4068892514832957,100,10.0,90.0,206.0,2972.0,"['CNN2', 'THOP1', 'CYB5B', 'RYBP', 'NAMPT', 'NFKB1', 'AIMP1', 'NEK6', 'MAP4K4', 'FADS2']",False
80,ankylosing spondylitis,regulators,2.2358712466074846,0.42994748431427493,7.35515090374236,0.1702796668941769,0.4092699470256331,41,3.0,38.0,62.0,1757.0,"['BRD1', 'BHLHE40', 'EGR2']",False
80,psoriasis,regulators,2.0957248904082806,0.4036163673128585,6.876822561442873,0.19259762212970968,0.4092699470256331,41,3.0,38.0,66.0,1753.0,"['LRRC25', 'FLI1', 'EGR2']",False
80,asthma,regulators,1.7458198408559649,0.526041205118954,4.5675306725403075,0.18717731578706523,0.4092699470256331,41,5.0,36.0,134.0,1685.0,"['STAT5B', 'KLF2', 'BCL3', 'EGR2', 'TBX21']",False
80,rheumatoid arthritis,regulators,2.0011226721332407,0.6017465410940723,5.25057685816791,0.12977370837099844,0.4092699470256331,41,5.0,36.0,118.0,1701.0,"['BHLHE40', 'BRD1', 'FBXO11', 'EGR2', 'CNOT4']",False
80,coronary artery disease,regulators,1.7318710700642497,0.5218960667160928,4.530324553863002,0.19105451932518086,0.4092699470256331,41,5.0,36.0,135.0,1684.0,"['RPS19', 'BHLHE40', 'CERT1', 'MSL2', 'KLF2']",True
54,autoimmune disease,downstream_Rest,1.243293030673884,0.7373621713384515,2.0248435969451375,0.21716407144775754,0.410198801623542,100,23.0,77.0,541.0,2252.0,"['S1PR4', 'TNFSF8', 'ARHGAP45', 'STK38', 'TSPAN18', 'HDAC4', 'PARK7', 'GPX4', 'TAGAP', 'RASA3', 'RASSF3', 'SAMHD1', 'C12orf75', 'CDYL2', 'TXK', 'MBD2', 'PGD', 'ATP8B2', 'ATP2A2', 'ETS1', 'TRIM22', 'PPIF', 'ICAM2']",False
54,asthma,downstream_Rest,1.5305969723253314,0.698125397035125,3.0110353752912595,0.1461231684755679,0.410198801623542,100,10.0,90.0,189.0,2604.0,"['MBD2', 'STAT6', 'PGD', 'PSMD3', 'AKIRIN2', 'ETS1', 'CYB5B', 'TFRC', 'CENPS', 'IL2RB']",False
54,ankylosing spondylitis,downstream_Rest,1.8322293005004358,0.6394272898432798,4.291590799455604,0.12953421325357484,0.410198801623542,100,6.0,94.0,94.0,2699.0,"['HDAC4', 'ETS1', 'PARK7', 'ICAM2', 'TAGAP', 'RASA3']",False
54,age-related macular degeneration,downstream_Rest,2.456685368701544,0.2769424869009255,10.177189121983075,0.2132332140563599,0.410198801623542,100,2.0,98.0,23.0,2770.0,"['SORL1', 'MAP3K1']",True
54,chronic kidney disease,downstream_Rest,1.9773045512753644,0.38572149995912985,6.3511386442605415,0.2112252649704356,0.410198801623542,100,3.0,97.0,43.0,2750.0,"['PPIF', 'RBL2', 'MAP3K1']",True
54,psoriasis,downstream_Rest,1.8889110988062872,0.7214853479765014,4.185740848457368,0.09666664086165762,0.410198801623542,100,7.0,93.0,107.0,2686.0,"['SBK1', 'MAP3K1', 'ETS1', 'PARK7', 'PPIF', 'ICAM2', 'TAGAP']",False
26,celiac disease,downstream_Stim8hr,2.7156906047364835,0.6971413316239042,7.643486114680336,0.07239054343815873,0.4102130794828995,100,4.0,96.0,48.0,3130.0,"['CTLA4', 'PHB1', 'IL2RA', 'SRPK1']",False
69,Hashimoto's thyroiditis,downstream_Rest,2.0714337002761622,0.23783306082211508,8.271814170045158,0.2655785234985641,0.41043953631596264,44,2.0,42.0,64.0,2785.0,"['SESN1', 'BCL6']",False
77,systemic lupus erythematosus,downstream_Rest,1.9263012186206778,0.7354500321641944,4.27118335940928,0.08993173434926358,0.4108332236620449,100,7.0,93.0,105.0,2688.0,"['IKZF1', 'ZNF33B', 'DDX6', 'ETS1', 'CSK', 'KIAA0319L', 'GPD2']",False
77,psoriasis,downstream_Rest,1.8889110988062872,0.7214853479765014,4.185740848457368,0.09666664086165762,0.4108332236620449,100,7.0,93.0,107.0,2686.0,"['CHUK', 'CCNY', 'IKZF1', 'MAP3K1', 'ETS1', 'HINT1', 'SATB1']",False
77,multiple sclerosis,downstream_Rest,2.0578035379780846,0.7161128984036361,4.839911627389509,0.08864717813125743,0.4108332236620449,100,6.0,94.0,84.0,2709.0,"['CBLB', 'PATJ', 'IKZF1', 'ETS1', 'PGD', 'SATB1']",False
77,coronary artery disease,downstream_Rest,1.9792731427017847,0.9952876457697791,3.6454239184069284,0.02578155613610271,0.4108332236620449,100,13.0,87.0,196.0,2597.0,"['SETD1B', 'NQO1', 'MEF2A', 'MAP2K3', 'EIF2B2', 'DYRK2', 'MAP3K1', 'EIF3F', 'RNF213', 'BPTF', 'PSMD6', 'SPPL2A', 'SAMD3']",True
9,multiple sclerosis,regulators,2.0896340079079567,0.23656773593569994,8.56796281794219,0.2661277742508224,0.4112883783876346,34,2.0,32.0,53.0,1773.0,"['SCYL3', 'TADA2B']",False
9,asthma,regulators,1.6695555314859012,0.4211575540679435,4.839162732794235,0.24604750711957238,0.4112883783876346,34,4.0,30.0,135.0,1691.0,"['CD274', 'CCNC', 'CHD7', 'MED1']",False
91,multiple sclerosis,downstream_Stim8hr,1.481681300737137,0.4609950457820368,3.688400295447676,0.26690530982128724,0.41249002426926207,100,5.0,95.0,109.0,3069.0,"['CBLB', 'IFI30', 'UFM1', 'FOXP1', 'BACH2']",False
64,multiple sclerosis,downstream_Stim8hr,1.481681300737137,0.4609950457820368,3.688400295447676,0.26690530982128724,0.41249002426926207,100,5.0,95.0,109.0,3069.0,"['CBLB', 'PTGER4', 'PTPN22', 'CD69', 'UFM1']",False
31,asthma,downstream_Stim48hr,1.7962322174973557,0.8793704104072982,3.367946865453858,0.05363306177123585,0.4133472053158716,100,12.0,88.0,205.0,2701.0,"['SLC7A5', 'SOCS1', 'NFATC2', 'PITPNM2', 'TGFBR3', 'DUSP10', 'TNFRSF14', 'FNIP1', 'PSMA4', 'CLIC4', 'CHAC1', 'CTSB']",False
31,ulcerative colitis,downstream_Stim48hr,1.7983809925726324,0.7385249657986698,3.7986512863182984,0.09745320845585144,0.4133472053158716,100,8.0,92.0,134.0,2772.0,"['SOCS1', 'NFATC2', 'UBE2V2', 'PSAT1', 'KIF21B', 'CD40LG', 'TNFRSF14', 'VEGFA']",False
31,multiple sclerosis,downstream_Stim48hr,1.8678394450404,0.6522018691838232,4.371632038603731,0.12157270744584459,0.4133472053158716,100,6.0,94.0,96.0,2810.0,"['SOCS1', 'PITPNM2', 'TGFBR3', 'CD37', 'CLEC2D', 'ANXA11']",False
31,psoriasis,downstream_Stim48hr,1.793779344185478,0.6865019334384155,3.963938949362778,0.11612673825524882,0.4133472053158716,100,7.0,93.0,117.0,2789.0,"['SOCS1', 'STAT2', 'NFATC2', 'CD2', 'TNFRSF14', 'CEBPG', 'SYNE2']",False
35,type 1 diabetes mellitus,downstream_Stim48hr,1.5403023381264007,0.47797021878664087,3.8495486146194526,0.2441842558991834,0.4151132350286118,100,5.0,95.0,96.0,2810.0,"['CTSH', 'RGS1', 'FADS2', 'IL23R', 'FADS1']",False
61,Hashimoto's thyroiditis,downstream_Stim48hr,2.832863973683082,0.9777354304257148,6.743819236807654,0.027397353604738568,0.4155303608019406,100,6.0,94.0,64.0,2842.0,"['PPIL3', 'CD44', 'IKZF2', 'SIT1', 'RTKN2', 'ITPK1']",False
61,type 1 diabetes mellitus,downstream_Stim48hr,2.250788869269748,0.8570599748000289,5.009391215879213,0.048885924800228304,0.4155303608019406,100,7.0,93.0,94.0,2812.0,"['KLRG1', 'CD44', 'EMB', 'GAB3', 'FXYD2', 'IL2', 'TPST2']",False
89,coronary artery disease,downstream_Stim48hr,1.202227632361133,0.496743125929432,2.5183093551189457,0.36755034406211873,0.41655705660373454,100,8.0,92.0,196.0,2710.0,"['HAPLN3', 'MAD2L1', 'RHOF', 'CSF2', 'OSM', 'AGPAT4', 'GADD45G', 'CXCR4']",True
8,coronary artery disease,downstream_Stim48hr,1.202227632361133,0.496743125929432,2.5183093551189457,0.36755034406211873,0.41655705660373454,100,8.0,92.0,196.0,2710.0,"['HYOU1', 'CPNE1', 'RELB', 'TET2', 'CDKN1A', 'FOSL2', 'CXCR4', 'PSMG1']",True
106,type 1 diabetes mellitus,downstream_Stim8hr,1.603154401834526,0.4980378797570066,3.999828115793266,0.22083789079163196,0.4171382381619715,100,5.0,95.0,101.0,3077.0,"['PTGER4', 'IRF1', 'CDK1', 'CENPW', 'PRR11']",False
106,asthma,downstream_Stim8hr,1.4193185696638766,0.6198749811399422,2.8690350062485916,0.2103526612794241,0.4171382381619715,100,9.0,91.0,207.0,2971.0,"['PTGER4', 'IRF1', 'NFKB1', 'UBE2E2', 'JAK2', 'CDC42SE2', 'KIF11', 'FOXP1', 'DDX5']",False
106,rheumatoid arthritis,downstream_Stim8hr,1.3849656818886171,0.6337154471618309,2.713260721430401,0.2144013405169762,0.4171382381619715,100,10.0,90.0,236.0,2942.0,"['CBLB', 'PTGER4', 'IRF1', 'NFKB1', 'UBE2E2', 'JAK2', 'KIF11', 'BIRC5', 'STAT1', 'EXOC2']",False
106,ulcerative colitis,downstream_Stim8hr,1.5587224542389397,0.5472835998238625,3.6190967422980043,0.20846823245862556,0.4171382381619715,100,6.0,94.0,125.0,3053.0,"['PTGER4', 'IRF1', 'NFKB1', 'JAK2', 'NDC80', 'KIF11']",False
106,psoriasis,downstream_Stim8hr,1.8379202618075923,0.7043859377562294,4.05349318751725,0.10590523464830418,0.4171382381619715,100,7.0,93.0,125.0,3053.0,"['PTGER4', 'IRF1', 'NFKB1', 'JAK2', 'KIF11', 'FOXP1', 'EXOC2']",False
106,celiac disease,downstream_Stim8hr,2.7156906047364835,0.6971413316239042,7.643486114680336,0.07239054343815873,0.4171382381619715,100,4.0,96.0,48.0,3130.0,"['NLRC5', 'PTGER4', 'STAT1', 'IRF1']",False
106,inflammatory bowel disease,downstream_Stim8hr,1.4107495368488348,0.6453771305075376,2.764533573671507,0.20023133643067723,0.4171382381619715,100,10.0,90.0,232.0,2946.0,"['PTGER4', 'IRF1', 'C12orf75', 'NFKB1', 'JAK2', 'CDC42SE2', 'NDC80', 'TNFSF8', 'KIF11', 'FOXP1']",False
106,Crohn's disease,downstream_Stim8hr,1.9343310363225603,0.7406091161673846,4.271995089145878,0.08775628933132848,0.4171382381619715,100,7.0,93.0,119.0,3059.0,"['PTGER4', 'IRF1', 'NFKB1', 'JAK2', 'TNFSF8', 'KIF11', 'FOXP1']",False
106,ankylosing spondylitis,downstream_Stim8hr,1.9175933978637907,0.7343255758075661,4.234019027825878,0.09064731724264649,0.4171382381619715,100,7.0,93.0,120.0,3058.0,"['PTGER4', 'IRF1', 'NFKB1', 'UBE2E2', 'JAK2', 'KIF11', 'EXOC2']",False
89,inflammatory bowel disease,downstream_Rest,1.5265335076197304,0.7484897972338646,2.856658615547523,0.12383653173863242,0.4210442079113502,100,12.0,88.0,229.0,2564.0,"['MBD2', 'IRF1', 'C12orf75', 'IL7R', 'LSP1', 'NDC80', 'IL12RB2', 'CALHM6', 'KIF11', 'FEN1', 'CCR2', 'ORMDL3']",False
90,inflammatory bowel disease,downstream_Rest,1.5265335076197304,0.7484897972338646,2.856658615547523,0.12383653173863242,0.4210442079113502,100,12.0,88.0,229.0,2564.0,"['SOCS1', 'SNX20', 'PTGER4', 'WIPI2', 'CDH23', 'PIK3R1', 'EPHA4', 'SPRED2', 'NOD2', 'CD28', 'KIAA1671', 'RNF145']",False
90,rheumatoid arthritis,downstream_Rest,1.5850236020306823,0.7513549073319465,3.0376547704595795,0.11405227624714147,0.4210442079113502,100,11.0,89.0,202.0,2591.0,"['SOCS1', 'PTGER4', 'CCDC6', 'PIK3R1', 'DDR1', 'EPHA4', 'ZBTB7C', 'SPRED2', 'NOD2', 'CD28', 'RNF145']",False
90,Crohn's disease,downstream_Rest,1.8353738424442603,0.7014690529823503,4.063576664223783,0.10728418414746788,0.4210442079113502,100,7.0,93.0,110.0,2683.0,"['SOCS1', 'SNX20', 'PTGER4', 'WIPI2', 'SPRED2', 'NOD2', 'CD28']",False
90,multiple sclerosis,downstream_Rest,2.0578035379780846,0.7161128984036361,4.839911627389509,0.08864717813125743,0.4210442079113502,100,6.0,94.0,84.0,2709.0,"['SOCS1', 'PTGER4', 'SLC44A2', 'DDR1', 'SPRED2', 'CD28']",False
35,celiac disease,regulators,2.2724919275248983,0.053628321207501106,14.87103741342341,0.37181604677002206,0.4213915196726917,37,1.0,36.0,22.0,1801.0,['SMAD3'],False
89,multiple sclerosis,downstream_Rest,1.6764037830018461,0.5187419738760014,4.2074915818426595,0.1983589764814512,0.4215128250230838,100,5.0,95.0,85.0,2708.0,"['TGFBR3', 'IFI30', 'IL7R', 'CD109', 'TYMP']",False
89,celiac disease,downstream_Rest,2.1278199987331217,0.41393883540549997,6.867399888258642,0.1843795679885658,0.4215128250230838,100,3.0,97.0,40.0,2753.0,"['CCR2', 'STAT1', 'IRF1']",False
89,ulcerative colitis,downstream_Rest,1.6197687708285553,0.6206094753746096,3.5737052920716663,0.1646059263982205,0.4215128250230838,100,7.0,93.0,124.0,2669.0,"['IRF1', 'LSP1', 'NDC80', 'IL12RB2', 'CALHM6', 'KIF11', 'ORMDL3']",False
78,systemic lupus erythematosus,downstream_Stim8hr,1.7931026815969566,0.6875230707093558,3.9521217370777393,0.11569293671205239,0.4225230012083715,100,7.0,93.0,128.0,3050.0,"['IKZF2', 'RTKN2', 'GFI1', 'IKBKB', 'NCOR2', 'ETV3', 'IFNAR2']",False
78,psoriasis,downstream_Stim8hr,1.8379202618075923,0.7043859377562294,4.05349318751725,0.10590523464830418,0.4225230012083715,100,7.0,93.0,125.0,3053.0,"['SP140L', 'MAP3K1', 'ERN1', 'CTSW', 'PRKCI', 'ANKRD52', 'RNF145']",False
78,age-related macular degeneration,downstream_Stim8hr,2.858404753592299,0.5522560976465712,9.336727022058543,0.10156396784481624,0.4225230012083715,100,3.0,97.0,34.0,3144.0,"['TNFRSF10A', 'IFNAR2', 'MAP3K1']",True
78,coronary artery disease,downstream_Stim8hr,1.5619296460344028,0.7419895371679411,2.985215743365437,0.12114444214143531,0.4225230012083715,100,11.0,89.0,233.0,2945.0,"['ITGA2', 'FHL3', 'ETFB', 'TMEM106B', 'CCDC71L', 'MAP3K1', 'ADH5', 'MFGE8', 'HOPX', 'NCOR2', 'DMWD']",True
78,chronic kidney disease,downstream_Stim8hr,2.201918972190352,0.5692773966135125,6.127130535823872,0.12427147094363868,0.4225230012083715,100,4.0,96.0,59.0,3119.0,"['ETFB', 'ZBTB7B', 'CCDC71L', 'MAP3K1']",True
21,age-related macular degeneration,downstream_Stim8hr,3.9677376721686692,1.0013478689941764,11.482088699619679,0.024895902685952,0.423230345661184,100,4.0,96.0,33.0,3145.0,"['OAS3', 'EIF4E3', 'RASGRP1', 'NUDC']",True
89,psoriasis,downstream_Stim8hr,1.264300969403782,0.394426437814088,3.1345486989069644,0.376432876819286,0.4266239270618575,100,5.0,95.0,127.0,3051.0,"['GPR183', 'SMAD3', 'CSF2', 'IL7R', 'GATA3']",False
83,psoriasis,downstream_Stim48hr,3.319371052501774,0.9987724581406061,8.701936434740125,0.025110950473047646,0.42688615804181,41,5.0,36.0,119.0,2846.0,"['NFATC2', 'NDFIP1', 'CD2', 'CCDC88B', 'SATB1']",False
95,autoimmune disease,downstream_Stim8hr,1.1873243508645965,0.6982554790820731,1.9446976590382976,0.2782805677648789,0.4271891886009806,100,22.0,78.0,610.0,2568.0,"['CBLB', 'IRF8', 'CDC73', 'SLAMF7', 'TIAM1', 'BACH2', 'STAT3', 'PTGER4', 'STING1', 'CEMIP2', 'NCALD', 'IL10', 'ASXL1', 'NFKB1', 'GPR174', 'SYNE2', 'EAF2', 'MARCHF7', 'JAK2', 'CCR5', 'GINS2', 'IL13']",False
95,chronic kidney disease,downstream_Stim8hr,1.6069271918125054,0.31680633027215227,5.068396765593238,0.3015453096006922,0.4271891886009806,100,3.0,97.0,60.0,3118.0,"['IRS1', 'ASXL1', 'PHTF2']",True
22,Hashimoto's thyroiditis,regulators,9.761994868270445,0.9964965033871401,49.32446643138974,0.02515979047071119,0.42771643800209025,11,2.0,9.0,41.0,1808.0,"['CD247', 'ZAP70']",False
111,Hashimoto's thyroiditis,downstream_Stim48hr,1.7924757423604363,0.4649293067625323,4.961939783749063,0.20239963466792066,0.4300992236693314,100,4.0,96.0,66.0,2840.0,"['CD226', 'TAGAP', 'TNFRSF14', 'ACTR1B']",False
50,systemic lupus erythematosus,downstream_Stim8hr,1.5084328088209484,0.5299243234275492,3.499492932821045,0.228242955073346,0.4311255818052091,100,6.0,94.0,129.0,3049.0,"['SH2B3', 'RCN1', 'PTPRC', 'IL2RA', 'IRF4', 'IKBKE']",False
50,asthma,downstream_Stim8hr,1.4193185696638766,0.6198749811399422,2.8690350062485916,0.2103526612794241,0.4311255818052091,100,9.0,91.0,207.0,2971.0,"['SH2B3', 'PTPRC', 'IL2RA', 'IRF4', 'IKBKE', 'DUSP10', 'ZC3H12D', 'IL5', 'PRR5L']",False
44,type 1 diabetes mellitus,regulators,3.722216043778852,0.08469186637148352,26.657755918395345,0.25530139090943205,0.4340123645460345,12,1.0,11.0,44.0,1804.0,['IL21'],False
44,Hashimoto's thyroiditis,regulators,3.903445800112192,0.0887303455424776,28.008633442403532,0.24536390389620727,0.4340123645460345,12,1.0,11.0,42.0,1806.0,['INSR'],False
38,coronary artery disease,downstream_Rest,1.1213033080172758,0.463439839044796,2.3478746287589574,0.43628117747626144,0.43628117747626144,100,8.0,92.0,201.0,2592.0,"['CTSH', 'ATP1B1', 'MAP3K1', 'PREX1', 'CUX1', 'FKBP5', 'DARS1', 'MAML3']",True
51,Crohn's disease,downstream_Stim48hr,1.5814922380206136,0.6066874775113732,3.483274562807886,0.17750349368605667,0.438776637784808,100,7.0,93.0,132.0,2774.0,"['ERAP1', 'PPM1G', 'LNPEP', 'TUFM', 'MCL1', 'CISD1', 'STAT3']",False
51,rheumatoid arthritis,downstream_Stim48hr,1.424352287440833,0.6765247405741915,2.722825139343176,0.18067273320550917,0.438776637784808,100,11.0,89.0,232.0,2674.0,"['KLF12', 'ERAP1', 'LNPEP', 'ICAM3', 'PATJ', 'DDX6', 'TUFM', 'CEP57', 'SNRPC', 'ST3GAL1', 'STAT3']",False
89,Hashimoto's thyroiditis,downstream_Stim48hr,1.3103761940912335,0.2590528059203221,4.113672780123637,0.4139409300297409,0.43981223815659976,100,3.0,97.0,67.0,2839.0,"['MBNL1', 'ARID5B', 'IL7R']",False
77,ankylosing spondylitis,downstream_Rest,1.8322293005004358,0.6394272898432798,4.291590799455604,0.12953421325357484,0.44041632506215445,100,6.0,94.0,94.0,2699.0,"['PATJ', 'IKZF1', 'ETS1', 'ABTB3', 'RASA3', 'SATB1']",False
35,chronic kidney disease,downstream_Stim48hr,1.6644948032536124,0.3269842567560705,5.28219352686283,0.28518009897923524,0.4407328802406363,100,3.0,97.0,53.0,2853.0,"['MAP3K21', 'CAMK1D', 'HMG20A']",True
8,age-related macular degeneration,downstream_Stim8hr,1.8322027651173127,0.21056111034732897,7.308903456651946,0.3123899709289001,0.44255245881594174,100,2.0,98.0,35.0,3143.0,"['NUDC', 'FTH1']",True
38,age-related macular degeneration,downstream_Stim8hr,1.8322027651173127,0.21056111034732897,7.308903456651946,0.3123899709289001,0.44255245881594174,100,2.0,98.0,35.0,3143.0,"['MCUB', 'CD55']",True
38,chronic kidney disease,downstream_Stim8hr,1.6069271918125054,0.31680633027215227,5.068396765593238,0.3015453096006922,0.44255245881594174,100,3.0,97.0,60.0,3118.0,"['PIK3CG', 'NIBAN1', 'CCND2']",True
35,celiac disease,downstream_Stim48hr,1.5737138653003655,0.3096511585341205,4.980271003693005,0.3128398005090315,0.44318971738779456,100,3.0,97.0,56.0,2850.0,"['PTPRK', 'IL23R', 'RGS1']",False
79,ulcerative colitis,downstream_Stim48hr,1.5446932009121332,0.5928136933746946,3.4002722942752355,0.19122559930732466,0.44424114943393883,100,7.0,93.0,135.0,2771.0,"['NDUFV2', 'PSAT1', 'PTGIR', 'CTH', 'TNFRSF14', 'CD28', 'IL18R1']",False
79,psoriasis,downstream_Stim48hr,1.5078678577266926,0.52882072235466,3.5068089435401624,0.2291311355932971,0.44424114943393883,100,6.0,94.0,118.0,2788.0,"['NSMCE1', 'HBS1L', 'TNFRSF14', 'PDE4A', 'CD28', 'IL18R1']",False
79,inflammatory bowel disease,downstream_Stim48hr,1.4177117014272969,0.6734081237162667,2.709937289383903,0.1841231581642526,0.44424114943393883,100,11.0,89.0,233.0,2673.0,"['NDUFV2', 'LNPEP', 'PSAT1', 'PTGIR', 'CTH', 'PDE4A', 'TNFRSF14', 'CD28', 'IL18R1', 'SHISA2', 'NCALD']",False
79,coronary artery disease,downstream_Stim48hr,1.3748132585791464,0.5998906830130912,2.7824291296632855,0.23518649087679114,0.44424114943393883,100,9.0,91.0,195.0,2711.0,"['RHOF', 'MX1', 'OAS2', 'DENND5A', 'NCALD', 'VAMP5', 'CXCL8', 'ADAR', 'YBX3']",True
99,ankylosing spondylitis,regulators,1.3899873770826436,0.5945775656598061,2.891753900231267,0.23536944906843676,0.44458673712926944,195,9.0,186.0,56.0,1609.0,"['RAVER1', 'FOXO1', 'SRSF11', 'TNRC6A', 'CD2', 'MAF', 'ADAT2', 'CD28', 'ZRANB2']",False
85,autoimmune disease,downstream_Stim48hr,1.3424181576295586,0.8100871638036311,2.1584133814047757,0.1307588196395308,0.4460124130687477,100,25.0,75.0,578.0,2328.0,"['TNFRSF11A', 'PTPRC', 'AGPAT2', 'FAS', 'HIF1A', 'TNFSF14', 'DOCK10', 'SMAD3', 'CISD3', 'CAST', 'ALOX5AP', 'GLG1', 'ODC1', 'ACTN1', 'ADCY3', 'SMAD2', 'JAK1', 'MAST4', 'ARL4C', 'CD2', 'DENND3', 'DPP4', 'IRF4', 'CAPZB', 'SESN1']",False
85,celiac disease,downstream_Stim48hr,2.1590610286367173,0.5569058517675288,6.030173360355183,0.13118012149080815,0.4460124130687477,100,4.0,96.0,55.0,2851.0,"['IRF4', 'GLG1', 'SMAD3', 'CHST11']",False
85,Hashimoto's thyroiditis,downstream_Stim48hr,2.299474160202357,0.7063023768601568,5.836367641054467,0.08137790240062592,0.4460124130687477,100,5.0,95.0,65.0,2841.0,"['PTPRC', 'JAK1', 'IRF4', 'CAPZB', 'SESN1']",False
85,asthma,downstream_Stim48hr,1.619626174101654,0.7680171636907978,3.10262765281196,0.10297037926264968,0.4460124130687477,100,11.0,89.0,206.0,2700.0,"['SMAD2', 'TNFRSF11A', 'PTPRC', 'ANTXR2', 'SMAD3', 'IRF4', 'VIM', 'DPP4', 'BCL2', 'SESN1', 'IL5']",False
85,coronary artery disease,downstream_Stim48hr,1.7369827845308823,0.8228588208659385,3.3316476819404675,0.07335640678559804,0.4460124130687477,100,11.0,89.0,193.0,2713.0,"['ITGA2', 'ARL4C', 'SMAD3', 'TANK', 'IGF2R', 'MAN2A2', 'UHRF1', 'HMBS', 'PIK3CG', 'DYNC2LI1', 'ODC1']",True
34,coronary artery disease,downstream_Stim48hr,1.202227632361133,0.496743125929432,2.5183093551189457,0.36755034406211873,0.4463111320754299,100,8.0,92.0,196.0,2710.0,"['HYOU1', 'CPNE1', 'RELB', 'TET2', 'CDKN1A', 'FOSL2', 'CXCR4', 'PSMG1']",True
89,asthma,downstream_Rest,1.3547843580629269,0.5909058596137634,2.743402438939539,0.24720241722074815,0.4464037162691523,100,9.0,91.0,190.0,2603.0,"['MBD2', 'IRF1', 'ID2', 'TGFBR3', 'TLR1', 'KIF11', 'IL7R', 'FEN1', 'ORMDL3']",False
89,ankylosing spondylitis,downstream_Rest,1.4944892726487822,0.463634412715267,3.7364921476413255,0.2625904213347955,0.4464037162691523,100,5.0,95.0,95.0,2698.0,"['IRF1', 'MKI67', 'PSMB9', 'KIF11', 'IL7R']",False
22,Crohn's disease,downstream_Stim48hr,1.3306841741003557,0.4676926091731341,3.0850862302772226,0.3155208357184966,0.4469878506012035,100,6.0,94.0,133.0,2773.0,"['IL2RA', 'GSDMB', 'IRF1', 'TUFM', 'MCL1', 'TRIM22']",False
35,asthma,downstream_Stim8hr,1.4193185696638766,0.6198749811399422,2.8690350062485916,0.2103526612794241,0.4469994052187762,100,9.0,91.0,207.0,2971.0,"['SURF4', 'DCAKD', 'TGFBR1', 'RORA', 'RBM17', 'TET2', 'RORC', 'AKIRIN2', 'ETS1']",False
90,celiac disease,downstream_Rest,2.1278199987331217,0.41393883540549997,6.867399888258642,0.1843795679885658,0.44777895082937413,100,3.0,97.0,40.0,2753.0,"['PTGER4', 'CD28', 'SPRED2']",False
21,celiac disease,downstream_Rest,2.1278199987331217,0.41393883540549997,6.867399888258642,0.1843795679885658,0.44777895082937413,100,3.0,97.0,40.0,2753.0,"['STAT4', 'IL2', 'SNRPC']",False
