gene_symbol	g2p_id	g2p_disease_name	g2p_disease_mondo	g2p_confidence	g2p_mechanism	g2p_reviewed_pmid_count	dismech_candidate_count	dismech_direct_candidate_count	best_dismech_match_class	best_dismech_file	best_dismech_disease_name	best_dismech_disease_mondo	best_match_reasons	best_shared_hpo_count	best_shared_section_reviewed_pmid_count	best_shared_disease_reviewed_pmid_count	related_direct_disorders	related_direct_match_count	row_status	curation_priority	curation_action	curation_note
EFEMP2	G2P02992	EFEMP2-related cutis laxa	MONDO:0013754	definitive	loss of function	9	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EFL1	G2P03761	EFL1-related Shwachman-Diamond syndrome	MONDO:0044205	strong	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EFNB1	G2P01522	EFNB1-related craniofrontonasal syndrome	MONDO:0010570	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EFTUD2	G2P01236	EFTUD2-related mandibulofacial dysostosis with microcephaly	MONDO:0012516	definitive	loss of function	22	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EIF2AK1	G2P02947	EIF2AK1-related neurodevelopmental syndrome	MONDO:0030036	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EIF2AK2	G2P02948	EIF2AK2-related developmental delay, leukoencephalopathy, and neurologic decompensation	MONDO:0030035	strong	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EIF2B2	G2P02803	EIF2B2-related leukoencephalopathy with vanishing white matter	MONDO:0800448	strong	undetermined	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EIF2B4	G2P02975	EIF2B4-related leukoencephalopathy with vanishing white matter	MONDO:0957872	definitive	loss of function	6	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EIF2B5	G2P02976	EIF2B5-related leukoencephalopathy with vanishing white matter	MONDO:0957873	definitive	loss of function	7	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EIF2S3	G2P01778	EIF2S3-related syndromic intellectual disability with severe microcephaly	MONDO:0010258	strong	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EIF3A	G2P03902	EIF3A-related neurodevelopmental disorder with cardiac anomalies and craniofacial dysmorphism	MONDO:0100038	moderate	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EIF3B	G2P03903	EIF3B-related neurodevelopmental disorder with cardiac anomalies and craniofacial dysmorphism	MONDO:0100038	moderate	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EIF3F	G2P02658	EIF3F-related developmental disorder	MONDO:0032662	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EIF4A2	G2P03472	EIF4A2-related neurodevelopmental disorder	MONDO:0957541	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EIF4A2	G2P03471	EIF4A2-related neurodevelopmental disorder with hypotonia and epilepsy	MONDO:0957541	moderate	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EIF4A3	G2P01453	EIF4A3-related Richieri-Costa-Pereira syndrome	MONDO:0009998	definitive	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EIF5A	G2P03102	EIF5A-related craniofacial-neurodevelopmental disorder	MONDO:0859163	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ELAC2	G2P00840	ELAC2-related infantile hypertrophic cardiomyopathy, lactic acidosis, and isolated complex I deficiency	MONDO:0014190	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ELANE	G2P03346	ELANE-related neutropenia		strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ELFN1	G2P03199	ELFN1-related intellectual disability and epilepsy		moderate	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ELMO2	G2P01866	ELMO2-related intraosseous vascular malformation	MONDO:0011744	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ELN	G2P00258	ELN-related cutis laxa	MONDO:0007411	definitive	loss of function	11	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ELP1	G2P02697	ELP1-related neuropathy, hereditary sensory and autonomic	MONDO:0009131	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ELP2	G2P00778	ELP2-related intellectual developmental disorder	MONDO:0014996	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ELP4	G2P02073	ELP4-related aniridia	MONDO:0014937	strong	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EMC1	G2P01724	EMC1-related global developmental delay, hypotonia, scoliosis, and cerebellar atrophy	MONDO:0014811	strong	loss of function	8	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EMC1	G2P02847	EMC1-related global developmental delay, hypotonia, scoliosis, and cerebellar atrophy	MONDO:0014811	limited	dominant negative	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EMC10	G2P03103	EMC10-related neurodevelopmental disorder	MONDO:0700092	strong	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EMG1	G2P01877	EMG1-related Bowen-Conradi syndrome	MONDO:0008879	strong	undetermined	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EMX2	G2P01119	EMX2-related familial schizencephaly	MONDO:0010011	limited	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ENPP1	G2P03613	ENPP1-related Cole disease	MONDO:0014227	strong	undetermined	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ENPP1	G2P01590	ENPP1-related generalised arterial calcification of infancy and hypophosphataemic rickets	MONDO:0008817	definitive	loss of function	8	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ENTPD1	G2P01520	ENTPD1-related intellectual developmental disorder	MONDO:0700092	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EOGT	G2P00844	EOGT-related Adams-Oliver syndrome	MONDO:0014124	definitive	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EOMES	G2P01605	EOMES-related polymicrogyria and corpus callosum agenesis	MONDO:0015745	limited	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EP300	G2P02391	EP300-related retinitis pigmentosa	MONDO:0019200	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EP300	G2P00793	EP300-related Rubinstein-Taybi syndrome	MONDO:0013364	definitive	loss of function	19	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EPB41L1	G2P01970	EPB41L1-related intellectual disability	MONDO:0013658	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EPB41L3	G2P03579	EPB41L3-related developmental disorder with delayed myelination and seizures	MONDO:0100038	moderate	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EPG5	G2P00812	EPG5-related immunodeficiency, cardiomyopathy, cataract, hypopigmentation, and absent corpus callosum	MONDO:0009452	definitive	loss of function	8	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EPHA2	G2P01963	EPHA2-related cataract	MONDO:0007288	definitive	loss of function	6	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EPHB4	G2P02556	EPHB4-related capillary malformation-arteriovenous malformation	MONDO:0020785	limited	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EPRS1	G2P02598	EPRS1-related hypomyelinating leukodystrophy	MONDO:0054782	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EPS8L3	G2P03675	EPS8L3-related Marie Unna hereditary hypotrichosis	MONDO:0013017	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ERBB3	G2P02558	ERBB3-related Hirschprung disease with intestinal pseudo-obstruction	MONDO:8000011	strong	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ERBB3	G2P01134	ERBB3-related lethal congenital contracture syndrome	MONDO:0011868	strong	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ERCC1	G2P01521	ERCC1-related cerebrooculofacioskeletal syndrome	MONDO:0012554	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ERCC2	G2P00436	ERCC2-related cerebrooculofacioskeletal syndrome	MONDO:0012553	definitive	loss of function	11	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ERCC2	G2P02101	ERCC2-related trichothiodystrophy photosensitive	MONDO:0011125	definitive	loss of function	11	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ERCC2	G2P01805	ERCC2-related xeroderma pigmentosum, group D	MONDO:0010212	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ERCC3	G2P02102	ERCC3-related trichothiodystrophy photosensitive	MONDO:0014615	definitive	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ERCC3	G2P00181	ERCC3-related xeroderma pigmentosum, group B	MONDO:0012531	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ERCC5	G2P01104	ERCC5-related xeroderma pigmentosum, group G	MONDO:0010216	definitive	loss of function	9	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ERCC6L2	G2P00990	ERCC6L2-related bone marrow failure syndrome	MONDO:0014317	definitive	loss of function	8	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ERF	G2P02079	ERF-related Chitayat syndrome: hyperphalangism, characteristic facies, hallux valgus and bronchomalacia	MONDO:0014956	definitive	gain of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ERF	G2P01529	ERF-related complex craniosynostosis	MONDO:0010929	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ERI1	G2P03516	ERI1-related brachydactyly and mild neurodevelopmental delay	MONDO:0958005	moderate	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ERI1	G2P03515	ERI1-related severe growth restriction and skeletal dysplasia	MONDO:0958006	moderate	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ERLIN2	G2P00030	ERLIN2-related intellectual developmental disorder		limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ERMARD	G2P01154	ERMARD-related periventricular heterotopia	MONDO:0014240	limited	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ESAM	G2P03498	ESAM-related neurodevelopmental disorder with intracranial hemorrhage, seizures, and spasticity	MONDO:0957267	moderate	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ESCO2	G2P01152	ESCO2-related Roberts syndrome	MONDO:0100253	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ESPN	G2P00225	ESPN-related deafness with or without vestibular involvement	MONDO:0012170	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ESPN	G2P02430	ESPN-related Usher syndrome	MONDO:0032841	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ESRRB	G2P00264	ESRRB-related deafness	MONDO:0012060	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ETHE1	G2P01385	ETHE1-related ethylmalonic encephalopathy	MONDO:0011229	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EVC	G2P00250	EVC-related acrofacial dysostosis, Weyers type	MONDO:0008673	definitive	loss of function	7	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EVC2	G2P01261	EVC2-related acrofacial dysostosis, Weyers type	MONDO:0008673	definitive	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EXOSC2	G2P03397	EXOSC2-related short stature, hearing loss, retinitis pigmentosa, and distinctive facies syndrome	MONDO:0044634	limited	undetermined	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EXOSC3	G2P00730	EXOSC3-related pontocerebellar hypoplasia	MONDO:0013853	definitive	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EXOSC8	G2P03576	EXOSC8-related pontocerebellar hypoplasia	MONDO:0014485	moderate	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EXOSC9	G2P02601	EXOSC9-related cerebellar atrophy with spinal motor neuronopathy	MONDO:0054844	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EXT1	G2P00733	EXT1-related multiple exostoses	MONDO:0007585	definitive	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EXT1	G2P02513	EXT1-related trichorhinopharangeal syndrome (Langer-Giedon)		definitive	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EXT2	G2P00486	EXT2-related multiple exostoses	MONDO:0007586	definitive	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EXTL3	G2P02593	EXTL3-related neuro immuno skeletal dysplasia syndrome	MONDO:0044312	strong	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EYA1	G2P00149	EYA1-related branchiootorenal syndrome	MONDO:0007236	definitive	loss of function	6	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EYA4	G2P01237	EYA4-related deafness	MONDO:0011031	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EYA4	G2P03831	EYA4-related dilated cardiomyopathy	MONDO:0016333	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EYS	G2P01911	EYS-related retinitis pigmentosa	MONDO:0019200	definitive	loss of function	8	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EZH1	G2P03523	EZH1-related neurodevelopmental disorder	MONDO:0700092	moderate	gain of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
EZH1	G2P03524	EZH1-related neurodevelopmental disorder	MONDO:0700092	moderate	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
F12	G2P02456	F12-related angioneurotic oedema, hereditary, with normal C1 inhibitor concentration and function	MONDO:0012526	definitive	gain of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
